realtime_start,date,value,realtime_end
2018-11-07,2009-03-01,8099,2018-11-07
2018-11-07,2009-04-01,8049,2018-11-07
2018-11-07,2009-05-01,8026,2018-11-07
2018-11-07,2009-06-01,8039,2018-11-07
2018-11-07,2009-07-01,7965,2018-11-07
2018-11-07,2009-08-01,8000,2018-11-07
2018-11-07,2009-09-01,7965,2018-11-07
2018-11-07,2009-10-01,7920,2018-11-07
2018-11-07,2009-11-01,8208,2018-11-07
2018-11-07,2009-12-01,8068,2018-11-07
2018-11-07,2010-01-01,8232,2018-11-07
2018-11-07,2010-02-01,8482,2018-11-07
2018-11-07,2010-03-01,8122,2018-11-07
2018-11-07,2010-04-01,8289,2018-11-07
2018-11-07,2010-05-01,8366,2018-11-07
2018-11-07,2010-06-01,8492,2018-11-07
2018-11-07,2010-07-01,8361,2018-11-07
2018-11-07,2010-08-01,8329,2018-11-07
2018-11-07,2010-09-01,8383,2018-11-07
2018-11-07,2010-10-01,8265,2018-11-07
2018-11-07,2010-11-01,8114,2018-11-07
2018-11-07,2010-12-01,8285,2018-11-07
2018-11-07,2011-01-01,8218,2018-11-07
2018-11-07,2011-02-01,8347,2018-11-07
2018-11-07,2011-03-01,8442,2018-11-07
2018-11-07,2011-04-01,8529,2018-11-07
2018-11-07,2011-05-01,8416,2018-11-07
2018-11-07,2011-06-01,8430,2018-11-07
2018-11-07,2011-07-01,8557,2018-11-07
2018-11-07,2011-08-01,8615,2018-11-07
2018-11-07,2011-09-01,8493,2018-11-07
2018-11-07,2011-10-01,8795,2018-11-07
2018-11-07,2011-11-01,8638,2018-11-07
2018-11-07,2011-12-01,8462,2018-11-07
2018-11-07,2012-01-01,8513,2018-11-07
2018-11-07,2012-02-01,8529,2018-11-07
2018-11-07,2012-03-01,8698,2018-11-07
2018-11-07,2012-04-01,8559,2018-11-07
2018-11-07,2012-05-01,8704,2018-11-07
2018-11-07,2012-06-01,8668,2018-11-07
2018-11-07,2012-07-01,8750,2018-11-07
2018-11-07,2012-08-01,8656,2018-11-07
2018-11-07,2012-09-01,8619,2018-11-07
2018-11-07,2012-10-01,8350,2018-11-07
