realtime_start,date,value,realtime_end
2018-11-07,2005-08-01,17548,2018-11-07
2018-11-07,2005-09-01,17707,2018-11-07
2018-11-07,2005-10-01,17742,2018-11-07
2018-11-07,2005-11-01,17859,2018-11-07
2018-11-07,2005-12-01,18005,2018-11-07
2018-11-07,2006-01-01,18000,2018-11-07
2018-11-07,2006-02-01,18124,2018-11-07
2018-11-07,2006-03-01,18222,2018-11-07
2018-11-07,2006-04-01,18294,2018-11-07
2018-11-07,2006-05-01,18466,2018-11-07
2018-11-07,2006-06-01,18584,2018-11-07
2018-11-07,2006-07-01,18640,2018-11-07
2018-11-07,2006-08-01,18757,2018-11-07
2018-11-07,2006-09-01,18933,2018-11-07
2018-11-07,2006-10-01,19044,2018-11-07
2018-11-07,2006-11-01,19276,2018-11-07
2018-11-07,2006-12-01,19385,2018-11-07
2018-11-07,2007-01-01,19423,2018-11-07
2018-11-07,2007-02-01,19401,2018-11-07
2018-11-07,2007-03-01,19540,2018-11-07
2018-11-07,2007-04-01,19572,2018-11-07
2018-11-07,2007-05-01,19650,2018-11-07
2018-11-07,2007-06-01,19880,2018-11-07
2018-11-07,2007-07-01,19831,2018-11-07
2018-11-07,2007-08-01,20014,2018-11-07
2018-11-07,2007-09-01,20132,2018-11-07
2018-11-07,2007-10-01,19988,2018-11-07
2018-11-07,2007-11-01,19938,2018-11-07
2018-11-07,2007-12-01,19825,2018-11-07
2018-11-07,2008-01-01,20120,2018-11-07
2018-11-07,2008-02-01,20279,2018-11-07
2018-11-07,2008-03-01,20288,2018-11-07
2018-11-07,2008-04-01,20172,2018-11-07
2018-11-07,2008-05-01,20536,2018-11-07
2018-11-07,2008-06-01,20497,2018-11-07
2018-11-07,2008-07-01,20640,2018-11-07
2018-11-07,2008-08-01,20620,2018-11-07
2018-11-07,2008-09-01,20654,2018-11-07
2018-11-07,2008-10-01,20659,2018-11-07
2018-11-07,2008-11-01,20789,2018-11-07
2018-11-07,2008-12-01,20682,2018-11-07
2018-11-07,2009-01-01,20753,2018-11-07
2018-11-07,2009-02-01,20906,2018-11-07
2018-11-07,2009-03-01,20908,2018-11-07
2018-11-07,2009-04-01,21059,2018-11-07
2018-11-07,2009-05-01,21121,2018-11-07
2018-11-07,2009-06-01,21055,2018-11-07
2018-11-07,2009-07-01,21027,2018-11-07
2018-11-07,2009-08-01,21070,2018-11-07
2018-11-07,2009-09-01,21231,2018-11-07
2018-11-07,2009-10-01,21278,2018-11-07
2018-11-07,2009-11-01,21288,2018-11-07
2018-11-07,2009-12-01,21195,2018-11-07
2018-11-07,2010-01-01,21144,2018-11-07
2018-11-07,2010-02-01,21199,2018-11-07
2018-11-07,2010-03-01,21363,2018-11-07
2018-11-07,2010-04-01,21492,2018-11-07
2018-11-07,2010-05-01,21378,2018-11-07
2018-11-07,2010-06-01,21683,2018-11-07
2018-11-07,2010-07-01,21755,2018-11-07
2018-11-07,2010-08-01,21841,2018-11-07
2018-11-07,2010-09-01,21933,2018-11-07
2018-11-07,2010-10-01,22105,2018-11-07
2018-11-07,2010-11-01,22180,2018-11-07
2018-11-07,2010-12-01,22312,2018-11-07
2018-11-07,2011-01-01,22579,2018-11-07
2018-11-07,2011-02-01,22451,2018-11-07
2018-11-07,2011-03-01,22584,2018-11-07
2018-11-07,2011-04-01,22448,2018-11-07
2018-11-07,2011-05-01,22585,2018-11-07
2018-11-07,2011-06-01,22630,2018-11-07
2018-11-07,2011-07-01,22728,2018-11-07
2018-11-07,2011-08-01,22822,2018-11-07
2018-11-07,2011-09-01,22718,2018-11-07
2018-11-07,2011-10-01,22783,2018-11-07
2018-11-07,2011-11-01,22782,2018-11-07
2018-11-07,2011-12-01,22717,2018-11-07
2018-11-07,2012-01-01,22857,2018-11-07
2018-11-07,2012-02-01,23022,2018-11-07
2018-11-07,2012-03-01,22967,2018-11-07
2018-11-07,2012-04-01,23021,2018-11-07
2018-11-07,2012-05-01,22883,2018-11-07
2018-11-07,2012-06-01,22471,2018-11-07
2018-11-07,2012-07-01,22770,2018-11-07
2018-11-07,2012-08-01,22763,2018-11-07
2018-11-07,2012-09-01,22608,2018-11-07
2018-11-07,2012-10-01,22482,2018-11-07
2018-11-07,2012-11-01,22684,2018-11-07
2018-11-07,2012-12-01,22940,2018-11-07
2018-11-07,2013-01-01,23184,2018-11-07
2018-11-07,2013-02-01,23093,2018-11-07
2018-11-07,2013-03-01,23146,2018-11-07
2018-11-07,2013-04-01,23065,2018-11-07
2018-11-07,2013-05-01,23223,2018-11-07
2018-11-07,2013-06-01,23220,2018-11-07
2018-11-07,2013-07-01,23464,2018-11-07
2018-11-07,2013-08-01,23506,2018-11-07
2018-11-07,2013-09-01,23890,2018-11-07
2018-11-07,2013-10-01,23957,2018-11-07
2018-11-07,2013-11-01,23990,2018-11-07
2018-11-07,2013-12-01,24022,2018-11-07
2018-11-07,2014-01-01,24003,2018-11-07
2018-11-07,2014-02-01,24184,2018-11-07
2018-11-07,2014-03-01,24293,2018-11-07
2018-11-07,2014-04-01,24553,2018-11-07
2018-11-07,2014-05-01,24894,2018-11-07
2018-11-07,2014-06-01,25076,2018-11-07
2018-11-07,2014-07-01,25142,2018-11-07
2018-11-07,2014-08-01,25254,2018-11-07
2018-11-07,2014-09-01,25348,2018-11-07
2018-11-07,2014-10-01,25314,2018-11-07
2018-11-07,2014-11-01,25430,2018-11-07
2018-11-07,2014-12-01,25588,2018-11-07
2018-11-07,2015-01-01,25844,2018-11-07
2018-11-07,2015-02-01,25645,2018-11-07
2018-11-07,2015-03-01,26190,2018-11-07
2018-11-07,2015-04-01,25832,2018-11-07
2018-11-07,2015-05-01,25830,2018-11-07
2018-11-07,2015-06-01,25984,2018-11-07
2018-11-07,2015-07-01,26257,2018-11-07
2018-11-07,2015-08-01,26413,2018-11-07
2018-11-07,2015-09-01,26725,2018-11-07
2018-11-07,2015-10-01,26578,2018-11-07
2018-11-07,2015-11-01,26701,2018-11-07
2018-11-07,2015-12-01,27009,2018-11-07
2018-11-07,2016-01-01,26916,2018-11-07
2018-11-07,2016-02-01,27334,2018-11-07
2018-11-07,2016-03-01,27169,2018-11-07
2018-11-07,2016-04-01,27381,2018-11-07
2018-11-07,2016-05-01,27355,2018-11-07
2018-11-07,2016-06-01,27518,2018-11-07
2018-11-07,2016-07-01,27440,2018-11-07
2018-11-07,2016-08-01,27355,2018-11-07
2018-11-07,2016-09-01,27310,2018-11-07
2018-11-07,2016-10-01,26573,2018-11-07
2018-11-07,2016-11-01,26804,2018-11-07
2018-11-07,2016-12-01,26942,2018-11-07
2018-11-07,2017-01-01,27089,2018-11-07
2018-11-07,2017-02-01,27263,2018-11-07
2018-11-07,2017-03-01,27389,2018-11-07
2018-11-07,2017-04-01,27559,2018-11-07
2018-11-07,2017-05-01,27732,2018-11-07
2018-11-07,2017-06-01,27763,2018-11-07
2018-11-07,2017-07-01,27789,2018-11-07
2018-11-07,2017-08-01,28036,2018-11-07
2018-11-07,2017-09-01,28105,2018-11-07
2018-11-07,2017-10-01,28424,2018-11-07
2018-11-07,2017-11-01,28395,2018-11-07
2018-11-07,2017-12-01,28164,2018-11-07
2018-11-07,2018-01-01,28136,2018-11-07
2018-11-07,2018-02-01,27956,2018-11-07
2018-11-07,2018-03-01,28229,2018-11-07
2018-11-07,2018-04-01,28567,2018-11-07
2018-11-07,2018-05-01,29012,2018-11-07
2018-11-07,2018-06-01,29195,2018-11-07
2018-11-07,2018-07-01,29198,2018-11-07
2018-11-07,2018-08-01,29339,2018-11-07
2018-11-07,2018-09-01,29264,2018-11-07
