realtime_start,date,value,realtime_end
2018-11-07,2015-03-01,27069,2018-11-07
2018-11-07,2015-04-01,27297,2018-11-07
2018-11-07,2015-05-01,27420,2018-11-07
2018-11-07,2015-06-01,27247,2018-11-07
2018-11-07,2015-07-01,28016,2018-11-07
2018-11-07,2015-08-01,28036,2018-11-07
2018-11-07,2015-09-01,27841,2018-11-07
2018-11-07,2015-10-01,28048,2018-11-07
2018-11-07,2015-11-01,28266,2018-11-07
2018-11-07,2015-12-01,28853,2018-11-07
2018-11-07,2016-01-01,28987,2018-11-07
2018-11-07,2016-02-01,28916,2018-11-07
2018-11-07,2016-03-01,29660,2018-11-07
2018-11-07,2016-04-01,28623,2018-11-07
2018-11-07,2016-05-01,28312,2018-11-07
2018-11-07,2016-06-01,29171,2018-11-07
2018-11-07,2016-07-01,28994,2018-11-07
2018-11-07,2016-08-01,28919,2018-11-07
2018-11-07,2016-09-01,28994,2018-11-07
2018-11-07,2016-10-01,29332,2018-11-07
2018-11-07,2016-11-01,29547,2018-11-07
2018-11-07,2016-12-01,29694,2018-11-07
2018-11-07,2017-01-01,30640,2018-11-07
2018-11-07,2017-02-01,30936,2018-11-07
2018-11-07,2017-03-01,30776,2018-11-07
2018-11-07,2017-04-01,31201,2018-11-07
2018-11-07,2017-05-01,30891,2018-11-07
2018-11-07,2017-06-01,31109,2018-11-07
2018-11-07,2017-07-01,31431,2018-11-07
2018-11-07,2017-08-01,31358,2018-11-07
2018-11-07,2017-09-01,32415,2018-11-07
2018-11-07,2017-10-01,32156,2018-11-07
2018-11-07,2017-11-01,32248,2018-11-07
2018-11-07,2017-12-01,32448,2018-11-07
2018-11-07,2018-01-01,31975,2018-11-07
2018-11-07,2018-02-01,32424,2018-11-07
2018-11-07,2018-03-01,32022,2018-11-07
2018-11-07,2018-04-01,31831,2018-11-07
2018-11-07,2018-05-01,32492,2018-11-07
2018-11-07,2018-06-01,32491,2018-11-07
2018-11-07,2018-07-01,32579,2018-11-07
2018-11-07,2018-08-01,32853,2018-11-07
2018-11-07,2018-09-01,32891,2018-11-07
