realtime_start,date,value,realtime_end
2018-11-07,2012-02-01,72589,2018-11-07
2018-11-07,2012-03-01,72775,2018-11-07
2018-11-07,2012-04-01,72871,2018-11-07
2018-11-07,2012-05-01,73572,2018-11-07
2018-11-07,2012-06-01,72581,2018-11-07
2018-11-07,2012-07-01,73004,2018-11-07
2018-11-07,2012-08-01,73859,2018-11-07
2018-11-07,2012-09-01,75275,2018-11-07
2018-11-07,2012-10-01,74807,2018-11-07
2018-11-07,2012-11-01,75763,2018-11-07
2018-11-07,2012-12-01,76859,2018-11-07
2018-11-07,2013-01-01,77647,2018-11-07
2018-11-07,2013-02-01,78647,2018-11-07
2018-11-07,2013-03-01,77888,2018-11-07
2018-11-07,2013-04-01,78322,2018-11-07
2018-11-07,2013-05-01,79464,2018-11-07
2018-11-07,2013-06-01,81170,2018-11-07
2018-11-07,2013-07-01,81451,2018-11-07
2018-11-07,2013-08-01,81086,2018-11-07
2018-11-07,2013-09-01,79722,2018-11-07
2018-11-07,2013-10-01,81129,2018-11-07
2018-11-07,2013-11-01,81678,2018-11-07
2018-11-07,2013-12-01,81058,2018-11-07
2018-11-07,2014-01-01,78622,2018-11-07
2018-11-07,2014-02-01,80935,2018-11-07
2018-11-07,2014-03-01,84039,2018-11-07
2018-11-07,2014-04-01,85315,2018-11-07
2018-11-07,2014-05-01,85572,2018-11-07
2018-11-07,2014-06-01,85589,2018-11-07
2018-11-07,2014-07-01,86014,2018-11-07
2018-11-07,2014-08-01,86852,2018-11-07
2018-11-07,2014-09-01,85954,2018-11-07
2018-11-07,2014-10-01,86358,2018-11-07
2018-11-07,2014-11-01,87321,2018-11-07
2018-11-07,2014-12-01,86848,2018-11-07
2018-11-07,2015-01-01,88042,2018-11-07
2018-11-07,2015-02-01,86372,2018-11-07
2018-11-07,2015-03-01,90337,2018-11-07
2018-11-07,2015-04-01,90744,2018-11-07
2018-11-07,2015-05-01,91706,2018-11-07
2018-11-07,2015-06-01,91506,2018-11-07
2018-11-07,2015-07-01,91581,2018-11-07
2018-11-07,2015-08-01,92162,2018-11-07
2018-11-07,2015-09-01,92624,2018-11-07
2018-11-07,2015-10-01,92341,2018-11-07
2018-11-07,2015-11-01,93016,2018-11-07
2018-11-07,2015-12-01,92630,2018-11-07
2018-11-07,2016-01-01,92341,2018-11-07
2018-11-07,2016-02-01,94074,2018-11-07
2018-11-07,2016-03-01,92532,2018-11-07
2018-11-07,2016-04-01,93357,2018-11-07
2018-11-07,2016-05-01,93439,2018-11-07
2018-11-07,2016-06-01,93849,2018-11-07
2018-11-07,2016-07-01,95448,2018-11-07
2018-11-07,2016-08-01,95698,2018-11-07
2018-11-07,2016-09-01,96443,2018-11-07
2018-11-07,2016-10-01,97101,2018-11-07
2018-11-07,2016-11-01,96754,2018-11-07
2018-11-07,2016-12-01,99380,2018-11-07
2018-11-07,2017-01-01,98955,2018-11-07
2018-11-07,2017-02-01,98078,2018-11-07
2018-11-07,2017-03-01,97050,2018-11-07
2018-11-07,2017-04-01,98006,2018-11-07
2018-11-07,2017-05-01,98691,2018-11-07
2018-11-07,2017-06-01,99583,2018-11-07
2018-11-07,2017-07-01,99552,2018-11-07
2018-11-07,2017-08-01,97706,2018-11-07
2018-11-07,2017-09-01,101865,2018-11-07
2018-11-07,2017-10-01,103017,2018-11-07
2018-11-07,2017-11-01,102054,2018-11-07
2018-11-07,2017-12-01,101989,2018-11-07
2018-11-07,2018-01-01,101058,2018-11-07
2018-11-07,2018-02-01,99958,2018-11-07
2018-11-07,2018-03-01,101907,2018-11-07
2018-11-07,2018-04-01,102149,2018-11-07
2018-11-07,2018-05-01,102740,2018-11-07
2018-11-07,2018-06-01,102669,2018-11-07
2018-11-07,2018-07-01,102705,2018-11-07
2018-11-07,2018-08-01,102150,2018-11-07
2018-11-07,2018-09-01,102937,2018-11-07
