realtime_start,date,value,realtime_end
2018-11-07,2011-07-01,43301,2018-11-07
2018-11-07,2011-08-01,42385,2018-11-07
2018-11-07,2011-09-01,41383,2018-11-07
2018-11-07,2011-10-01,42415,2018-11-07
2018-11-07,2011-11-01,39703,2018-11-07
2018-11-07,2011-12-01,42911,2018-11-07
2018-11-07,2012-01-01,39644,2018-11-07
2018-11-07,2012-02-01,40931,2018-11-07
2018-11-07,2012-03-01,45647,2018-11-07
2018-11-07,2012-04-01,43755,2018-11-07
2018-11-07,2012-05-01,45479,2018-11-07
2018-11-07,2012-06-01,44892,2018-11-07
2018-11-07,2012-07-01,44506,2018-11-07
2018-11-07,2012-08-01,44936,2018-11-07
2018-11-07,2012-09-01,43027,2018-11-07
2018-11-07,2012-10-01,43577,2018-11-07
2018-11-07,2012-11-01,42472,2018-11-07
2018-11-07,2012-12-01,45295,2018-11-07
2018-11-07,2013-01-01,41798,2018-11-07
2018-11-07,2013-02-01,41496,2018-11-07
2018-11-07,2013-03-01,47564,2018-11-07
2018-11-07,2013-04-01,45560,2018-11-07
2018-11-07,2013-05-01,47488,2018-11-07
2018-11-07,2013-06-01,45440,2018-11-07
2018-11-07,2013-07-01,45482,2018-11-07
2018-11-07,2013-08-01,46893,2018-11-07
2018-11-07,2013-09-01,43653,2018-11-07
2018-11-07,2013-10-01,46062,2018-11-07
2018-11-07,2013-11-01,45288,2018-11-07
2018-11-07,2013-12-01,46589,2018-11-07
2018-11-07,2014-01-01,42932,2018-11-07
2018-11-07,2014-02-01,42890,2018-11-07
2018-11-07,2014-03-01,49410,2018-11-07
2018-11-07,2014-04-01,47708,2018-11-07
2018-11-07,2014-05-01,51054,2018-11-07
2018-11-07,2014-06-01,47895,2018-11-07
2018-11-07,2014-07-01,48690,2018-11-07
2018-11-07,2014-08-01,50086,2018-11-07
2018-11-07,2014-09-01,47070,2018-11-07
2018-11-07,2014-10-01,50135,2018-11-07
2018-11-07,2014-11-01,47614,2018-11-07
2018-11-07,2014-12-01,50732,2018-11-07
2018-11-07,2015-01-01,47960,2018-11-07
2018-11-07,2015-02-01,46604,2018-11-07
2018-11-07,2015-03-01,53122,2018-11-07
2018-11-07,2015-04-01,52285,2018-11-07
2018-11-07,2015-05-01,55409,2018-11-07
2018-11-07,2015-06-01,52042,2018-11-07
2018-11-07,2015-07-01,53140,2018-11-07
2018-11-07,2015-08-01,53176,2018-11-07
2018-11-07,2015-09-01,50762,2018-11-07
2018-11-07,2015-10-01,54048,2018-11-07
2018-11-07,2015-11-01,50283,2018-11-07
2018-11-07,2015-12-01,54663,2018-11-07
