realtime_start,date,value,realtime_end
2018-11-07,2005-02-01,29015,2018-11-07
2018-11-07,2005-03-01,29498,2018-11-07
2018-11-07,2005-04-01,30009,2018-11-07
2018-11-07,2005-05-01,29140,2018-11-07
2018-11-07,2005-06-01,29889,2018-11-07
2018-11-07,2005-07-01,30976,2018-11-07
2018-11-07,2005-08-01,33399,2018-11-07
2018-11-07,2005-09-01,36116,2018-11-07
2018-11-07,2005-10-01,35911,2018-11-07
2018-11-07,2005-11-01,33185,2018-11-07
2018-11-07,2005-12-01,33154,2018-11-07
2018-11-07,2006-01-01,34298,2018-11-07
2018-11-07,2006-02-01,34174,2018-11-07
2018-11-07,2006-03-01,34195,2018-11-07
2018-11-07,2006-04-01,35646,2018-11-07
2018-11-07,2006-05-01,36159,2018-11-07
2018-11-07,2006-06-01,36228,2018-11-07
2018-11-07,2006-07-01,36963,2018-11-07
2018-11-07,2006-08-01,37696,2018-11-07
2018-11-07,2006-09-01,34935,2018-11-07
2018-11-07,2006-10-01,32912,2018-11-07
2018-11-07,2006-11-01,33322,2018-11-07
2018-11-07,2006-12-01,34895,2018-11-07
2018-11-07,2007-01-01,34244,2018-11-07
2018-11-07,2007-02-01,34932,2018-11-07
2018-11-07,2007-03-01,35999,2018-11-07
2018-11-07,2007-04-01,36350,2018-11-07
2018-11-07,2007-05-01,37996,2018-11-07
2018-11-07,2007-06-01,37310,2018-11-07
2018-11-07,2007-07-01,36963,2018-11-07
2018-11-07,2007-08-01,37223,2018-11-07
2018-11-07,2007-09-01,38210,2018-11-07
2018-11-07,2007-10-01,39307,2018-11-07
2018-11-07,2007-11-01,41985,2018-11-07
2018-11-07,2007-12-01,41593,2018-11-07
2018-11-07,2008-01-01,42423,2018-11-07
2018-11-07,2008-02-01,42504,2018-11-07
2018-11-07,2008-03-01,43044,2018-11-07
2018-11-07,2008-04-01,42933,2018-11-07
2018-11-07,2008-05-01,44344,2018-11-07
2018-11-07,2008-06-01,46547,2018-11-07
2018-11-07,2008-07-01,46813,2018-11-07
2018-11-07,2008-08-01,45645,2018-11-07
2018-11-07,2008-09-01,45777,2018-11-07
2018-11-07,2008-10-01,40584,2018-11-07
2018-11-07,2008-11-01,31776,2018-11-07
2018-11-07,2008-12-01,27999,2018-11-07
2018-11-07,2009-01-01,28818,2018-11-07
2018-11-07,2009-02-01,29860,2018-11-07
2018-11-07,2009-03-01,28825,2018-11-07
2018-11-07,2009-04-01,28747,2018-11-07
2018-11-07,2009-05-01,30488,2018-11-07
2018-11-07,2009-06-01,33375,2018-11-07
2018-11-07,2009-07-01,33066,2018-11-07
2018-11-07,2009-08-01,34658,2018-11-07
2018-11-07,2009-09-01,34800,2018-11-07
2018-11-07,2009-10-01,34885,2018-11-07
2018-11-07,2009-11-01,36573,2018-11-07
2018-11-07,2009-12-01,37182,2018-11-07
2018-11-07,2010-01-01,37358,2018-11-07
2018-11-07,2010-02-01,36950,2018-11-07
2018-11-07,2010-03-01,37160,2018-11-07
2018-11-07,2010-04-01,37182,2018-11-07
2018-11-07,2010-05-01,36537,2018-11-07
2018-11-07,2010-06-01,35809,2018-11-07
2018-11-07,2010-07-01,35731,2018-11-07
2018-11-07,2010-08-01,36189,2018-11-07
2018-11-07,2010-09-01,37319,2018-11-07
2018-11-07,2010-10-01,38519,2018-11-07
2018-11-07,2010-11-01,39272,2018-11-07
2018-11-07,2010-12-01,41279,2018-11-07
2018-11-07,2011-01-01,41732,2018-11-07
2018-11-07,2011-02-01,42294,2018-11-07
2018-11-07,2011-03-01,43737,2018-11-07
2018-11-07,2011-04-01,44604,2018-11-07
2018-11-07,2011-05-01,45300,2018-11-07
2018-11-07,2011-06-01,44698,2018-11-07
2018-11-07,2011-07-01,44712,2018-11-07
2018-11-07,2011-08-01,45159,2018-11-07
2018-11-07,2011-09-01,45127,2018-11-07
2018-11-07,2011-10-01,44846,2018-11-07
2018-11-07,2011-11-01,45622,2018-11-07
2018-11-07,2011-12-01,45243,2018-11-07
2018-11-07,2012-01-01,45702,2018-11-07
2018-11-07,2012-02-01,47171,2018-11-07
2018-11-07,2012-03-01,47448,2018-11-07
2018-11-07,2012-04-01,46913,2018-11-07
2018-11-07,2012-05-01,45808,2018-11-07
2018-11-07,2012-06-01,43811,2018-11-07
2018-11-07,2012-07-01,43484,2018-11-07
2018-11-07,2012-08-01,46434,2018-11-07
2018-11-07,2012-09-01,46966,2018-11-07
2018-11-07,2012-10-01,48212,2018-11-07
2018-11-07,2012-11-01,46822,2018-11-07
2018-11-07,2012-12-01,45787,2018-11-07
2018-11-07,2013-01-01,45970,2018-11-07
2018-11-07,2013-02-01,48839,2018-11-07
2018-11-07,2013-03-01,47298,2018-11-07
2018-11-07,2013-04-01,45963,2018-11-07
2018-11-07,2013-05-01,45341,2018-11-07
2018-11-07,2013-06-01,45484,2018-11-07
2018-11-07,2013-07-01,45706,2018-11-07
2018-11-07,2013-08-01,45216,2018-11-07
2018-11-07,2013-09-01,45245,2018-11-07
2018-11-07,2013-10-01,44633,2018-11-07
2018-11-07,2013-11-01,44267,2018-11-07
2018-11-07,2013-12-01,46076,2018-11-07
2018-11-07,2014-01-01,46564,2018-11-07
2018-11-07,2014-02-01,46817,2018-11-07
2018-11-07,2014-03-01,46079,2018-11-07
2018-11-07,2014-04-01,46508,2018-11-07
2018-11-07,2014-05-01,46103,2018-11-07
2018-11-07,2014-06-01,45296,2018-11-07
2018-11-07,2014-07-01,45085,2018-11-07
2018-11-07,2014-08-01,45150,2018-11-07
2018-11-07,2014-09-01,44770,2018-11-07
2018-11-07,2014-10-01,43858,2018-11-07
2018-11-07,2014-11-01,42689,2018-11-07
2018-11-07,2014-12-01,39738,2018-11-07
2018-11-07,2015-01-01,35772,2018-11-07
2018-11-07,2015-02-01,36853,2018-11-07
2018-11-07,2015-03-01,37446,2018-11-07
2018-11-07,2015-04-01,36886,2018-11-07
