realtime_start,date,value,realtime_end
2018-11-07,2003-01-01,39412,2018-11-07
2018-11-07,2003-02-01,39285,2018-11-07
2018-11-07,2003-03-01,39318,2018-11-07
2018-11-07,2003-04-01,39441,2018-11-07
2018-11-07,2003-05-01,39019,2018-11-07
2018-11-07,2003-06-01,39480,2018-11-07
2018-11-07,2003-07-01,39808,2018-11-07
2018-11-07,2003-08-01,39833,2018-11-07
2018-11-07,2003-09-01,39878,2018-11-07
2018-11-07,2003-10-01,39776,2018-11-07
2018-11-07,2003-11-01,39631,2018-11-07
2018-11-07,2003-12-01,39809,2018-11-07
2018-11-07,2004-01-01,40443,2018-11-07
2018-11-07,2004-02-01,39922,2018-11-07
2018-11-07,2004-03-01,40419,2018-11-07
2018-11-07,2004-04-01,40399,2018-11-07
2018-11-07,2004-05-01,40635,2018-11-07
2018-11-07,2004-06-01,40608,2018-11-07
2018-11-07,2004-07-01,40631,2018-11-07
2018-11-07,2004-08-01,40771,2018-11-07
2018-11-07,2004-09-01,41045,2018-11-07
2018-11-07,2004-10-01,41177,2018-11-07
2018-11-07,2004-11-01,41404,2018-11-07
2018-11-07,2004-12-01,41534,2018-11-07
2018-11-07,2005-01-01,41691,2018-11-07
2018-11-07,2005-02-01,41757,2018-11-07
2018-11-07,2005-03-01,41800,2018-11-07
2018-11-07,2005-04-01,42283,2018-11-07
2018-11-07,2005-05-01,42081,2018-11-07
2018-11-07,2005-06-01,42363,2018-11-07
2018-11-07,2005-07-01,42184,2018-11-07
2018-11-07,2005-08-01,42542,2018-11-07
2018-11-07,2005-09-01,42845,2018-11-07
2018-11-07,2005-10-01,42842,2018-11-07
2018-11-07,2005-11-01,42823,2018-11-07
2018-11-07,2005-12-01,43191,2018-11-07
2018-11-07,2006-01-01,42681,2018-11-07
2018-11-07,2006-02-01,43379,2018-11-07
2018-11-07,2006-03-01,43233,2018-11-07
2018-11-07,2006-04-01,43269,2018-11-07
2018-11-07,2006-05-01,43654,2018-11-07
2018-11-07,2006-06-01,43782,2018-11-07
2018-11-07,2006-07-01,43827,2018-11-07
2018-11-07,2006-08-01,44160,2018-11-07
2018-11-07,2006-09-01,43846,2018-11-07
2018-11-07,2006-10-01,44542,2018-11-07
2018-11-07,2006-11-01,44572,2018-11-07
2018-11-07,2006-12-01,44730,2018-11-07
2018-11-07,2007-01-01,44856,2018-11-07
2018-11-07,2007-02-01,45274,2018-11-07
2018-11-07,2007-03-01,45271,2018-11-07
2018-11-07,2007-04-01,44988,2018-11-07
2018-11-07,2007-05-01,45454,2018-11-07
2018-11-07,2007-06-01,45627,2018-11-07
2018-11-07,2007-07-01,45754,2018-11-07
2018-11-07,2007-08-01,45643,2018-11-07
