realtime_start,obs_date,revenue,realtime_end
11/7/18,8/1/04,24713,11/7/18
11/7/18,9/1/04,25045,11/7/18
11/7/18,10/1/04,24842,11/7/18
11/7/18,11/1/04,24974,11/7/18
11/7/18,12/1/04,25679,11/7/18
11/7/18,1/1/05,26126,11/7/18
11/7/18,2/1/05,25797,11/7/18
11/7/18,3/1/05,26219,11/7/18
11/7/18,4/1/05,26520,11/7/18
11/7/18,5/1/05,26510,11/7/18
11/7/18,6/1/05,26569,11/7/18
11/7/18,7/1/05,26538,11/7/18
11/7/18,8/1/05,26814,11/7/18
11/7/18,9/1/05,27111,11/7/18
11/7/18,10/1/05,27664,11/7/18
11/7/18,11/1/05,27674,11/7/18
11/7/18,12/1/05,27324,11/7/18
11/7/18,1/1/06,29686,11/7/18
11/7/18,2/1/06,29479,11/7/18
11/7/18,3/1/06,29289,11/7/18
11/7/18,4/1/06,28905,11/7/18
11/7/18,5/1/06,27864,11/7/18
11/7/18,6/1/06,27339,11/7/18
11/7/18,7/1/06,27327,11/7/18
11/7/18,8/1/06,27358,11/7/18
11/7/18,9/1/06,26994,11/7/18
11/7/18,10/1/06,27161,11/7/18
11/7/18,11/1/06,26647,11/7/18
11/7/18,12/1/06,27100,11/7/18
11/7/18,1/1/07,27533,11/7/18
11/7/18,2/1/07,27088,11/7/18
11/7/18,3/1/07,27506,11/7/18
11/7/18,4/1/07,26610,11/7/18
11/7/18,5/1/07,27144,11/7/18
11/7/18,6/1/07,26638,11/7/18
11/7/18,7/1/07,26860,11/7/18
11/7/18,8/1/07,26625,11/7/18
11/7/18,9/1/07,26412,11/7/18
11/7/18,10/1/07,26248,11/7/18
11/7/18,11/1/07,26566,11/7/18
11/7/18,12/1/07,25634,11/7/18
11/7/18,1/1/08,25721,11/7/18
11/7/18,2/1/08,25659,11/7/18
11/7/18,3/1/08,25456,11/7/18
11/7/18,4/1/08,25292,11/7/18
11/7/18,5/1/08,25650,11/7/18
11/7/18,6/1/08,25700,11/7/18
11/7/18,7/1/08,25897,11/7/18
