realtime_start,obs_date,revenue,realtime_end
11/7/18,10/1/09,42763,11/7/18
11/7/18,11/1/09,42808,11/7/18
11/7/18,12/1/09,43192,11/7/18
11/7/18,1/1/10,43028,11/7/18
11/7/18,2/1/10,43735,11/7/18
11/7/18,3/1/10,43304,11/7/18
11/7/18,4/1/10,43186,11/7/18
11/7/18,5/1/10,43266,11/7/18
11/7/18,6/1/10,42963,11/7/18
11/7/18,7/1/10,43011,11/7/18
11/7/18,8/1/10,43258,11/7/18
11/7/18,9/1/10,43601,11/7/18
11/7/18,10/1/10,43493,11/7/18
11/7/18,11/1/10,44077,11/7/18
11/7/18,12/1/10,44184,11/7/18
11/7/18,1/1/11,44684,11/7/18
11/7/18,2/1/11,44961,11/7/18
11/7/18,3/1/11,45068,11/7/18
11/7/18,4/1/11,45723,11/7/18
11/7/18,5/1/11,45365,11/7/18
11/7/18,6/1/11,45791,11/7/18
11/7/18,7/1/11,45797,11/7/18
11/7/18,8/1/11,46034,11/7/18
11/7/18,9/1/11,45840,11/7/18
11/7/18,10/1/11,46047,11/7/18
11/7/18,11/1/11,46185,11/7/18
11/7/18,12/1/11,46035,11/7/18
11/7/18,1/1/12,46248,11/7/18
11/7/18,2/1/12,46353,11/7/18
11/7/18,3/1/12,46753,11/7/18
11/7/18,4/1/12,46927,11/7/18
11/7/18,5/1/12,46873,11/7/18
11/7/18,6/1/12,46842,11/7/18
11/7/18,7/1/12,46956,11/7/18
11/7/18,8/1/12,47013,11/7/18
11/7/18,9/1/12,47131,11/7/18
11/7/18,10/1/12,47449,11/7/18
11/7/18,11/1/12,47310,11/7/18
11/7/18,12/1/12,47097,11/7/18
11/7/18,1/1/13,47266,11/7/18
11/7/18,2/1/13,47693,11/7/18
11/7/18,3/1/13,47531,11/7/18
11/7/18,4/1/13,47294,11/7/18
11/7/18,5/1/13,47682,11/7/18
11/7/18,6/1/13,47711,11/7/18
11/7/18,7/1/13,48013,11/7/18
11/7/18,8/1/13,48038,11/7/18
11/7/18,9/1/13,48190,11/7/18
11/7/18,10/1/13,48339,11/7/18
11/7/18,11/1/13,48289,11/7/18
11/7/18,12/1/13,48922,11/7/18
11/7/18,1/1/14,49018,11/7/18
11/7/18,2/1/14,49099,11/7/18
11/7/18,3/1/14,49131,11/7/18
11/7/18,4/1/14,49469,11/7/18
11/7/18,5/1/14,49594,11/7/18
11/7/18,6/1/14,50008,11/7/18
11/7/18,7/1/14,50219,11/7/18
11/7/18,8/1/14,50342,11/7/18
11/7/18,9/1/14,50545,11/7/18
11/7/18,10/1/14,50691,11/7/18
11/7/18,11/1/14,50743,11/7/18
11/7/18,12/1/14,50947,11/7/18
11/7/18,1/1/15,50969,11/7/18
11/7/18,2/1/15,51039,11/7/18
11/7/18,3/1/15,50984,11/7/18
11/7/18,4/1/15,50897,11/7/18
11/7/18,5/1/15,50952,11/7/18
11/7/18,6/1/15,51121,11/7/18
11/7/18,7/1/15,51302,11/7/18
11/7/18,8/1/15,51277,11/7/18
11/7/18,9/1/15,51194,11/7/18
11/7/18,10/1/15,51034,11/7/18
11/7/18,11/1/15,51435,11/7/18
11/7/18,12/1/15,51252,11/7/18
11/7/18,1/1/16,51576,11/7/18
11/7/18,2/1/16,51484,11/7/18
11/7/18,3/1/16,51095,11/7/18
11/7/18,4/1/16,51799,11/7/18
11/7/18,5/1/16,51957,11/7/18
11/7/18,6/1/16,52134,11/7/18
11/7/18,7/1/16,51887,11/7/18
11/7/18,8/1/16,52053,11/7/18
11/7/18,9/1/16,52156,11/7/18
11/7/18,10/1/16,52417,11/7/18
11/7/18,11/1/16,52368,11/7/18
11/7/18,12/1/16,52465,11/7/18
11/7/18,1/1/17,52544,11/7/18
11/7/18,2/1/17,52653,11/7/18
11/7/18,3/1/17,52993,11/7/18
11/7/18,4/1/17,52989,11/7/18
11/7/18,5/1/17,53047,11/7/18
11/7/18,6/1/17,52941,11/7/18
11/7/18,7/1/17,52959,11/7/18
11/7/18,8/1/17,53184,11/7/18
11/7/18,9/1/17,53779,11/7/18
11/7/18,10/1/17,53943,11/7/18
11/7/18,11/1/17,54083,11/7/18
11/7/18,12/1/17,54624,11/7/18
11/7/18,1/1/18,54380,11/7/18
11/7/18,2/1/18,54517,11/7/18
11/7/18,3/1/18,54704,11/7/18
11/7/18,4/1/18,55038,11/7/18
11/7/18,5/1/18,55106,11/7/18
11/7/18,6/1/18,55029,11/7/18
11/7/18,7/1/18,55429,11/7/18
11/7/18,8/1/18,55275,11/7/18
11/7/18,9/1/18,55240,11/7/18
