realtime_start,obs_date,revenue,realtime_end
11/7/18,11/1/10,7630,11/7/18
11/7/18,12/1/10,8482,11/7/18
11/7/18,1/1/11,6244,11/7/18
11/7/18,2/1/11,6488,11/7/18
11/7/18,3/1/11,7530,11/7/18
11/7/18,4/1/11,6896,11/7/18
11/7/18,5/1/11,7086,11/7/18
11/7/18,6/1/11,7039,11/7/18
11/7/18,7/1/11,7241,11/7/18
11/7/18,8/1/11,7685,11/7/18
11/7/18,9/1/11,7450,11/7/18
11/7/18,10/1/11,6967,11/7/18
11/7/18,11/1/11,7931,11/7/18
11/7/18,12/1/11,9029,11/7/18
11/7/18,1/1/12,6866,11/7/18
11/7/18,2/1/12,7169,11/7/18
11/7/18,3/1/12,7784,11/7/18
11/7/18,4/1/12,6872,11/7/18
11/7/18,5/1/12,7683,11/7/18
11/7/18,6/1/12,7378,11/7/18
11/7/18,7/1/12,7551,11/7/18
11/7/18,8/1/12,8064,11/7/18
11/7/18,9/1/12,7439,11/7/18
11/7/18,10/1/12,7260,11/7/18
11/7/18,11/1/12,8260,11/7/18
11/7/18,12/1/12,9216,11/7/18
11/7/18,1/1/13,7297,11/7/18
11/7/18,2/1/13,7089,11/7/18
11/7/18,3/1/13,7875,11/7/18
11/7/18,4/1/13,7314,11/7/18
11/7/18,5/1/13,7834,11/7/18
11/7/18,6/1/13,7558,11/7/18
11/7/18,7/1/13,7977,11/7/18
11/7/18,8/1/13,8461,11/7/18
11/7/18,9/1/13,7848,11/7/18
11/7/18,10/1/13,8059,11/7/18
11/7/18,11/1/13,8842,11/7/18
11/7/18,12/1/13,9195,11/7/18
11/7/18,1/1/14,7201,11/7/18
11/7/18,2/1/14,7227,11/7/18
11/7/18,3/1/14,8104,11/7/18
11/7/18,4/1/14,7791,11/7/18
11/7/18,5/1/14,8384,11/7/18
11/7/18,6/1/14,7881,11/7/18
11/7/18,7/1/14,8403,11/7/18
11/7/18,8/1/14,8734,11/7/18
11/7/18,9/1/14,8371,11/7/18
11/7/18,10/1/14,8441,11/7/18
11/7/18,11/1/14,8950,11/7/18
11/7/18,12/1/14,10231,11/7/18
11/7/18,1/1/15,7964,11/7/18
11/7/18,2/1/15,7514,11/7/18
11/7/18,3/1/15,8616,11/7/18
11/7/18,4/1/15,8261,11/7/18
11/7/18,5/1/15,8893,11/7/18
11/7/18,6/1/15,8576,11/7/18
11/7/18,7/1/15,9110,11/7/18
11/7/18,8/1/15,9148,11/7/18
11/7/18,9/1/15,8967,11/7/18
