realtime_start,obs_date,revenue,realtime_end
11/7/18,8/1/04,40771,11/7/18
11/7/18,9/1/04,41045,11/7/18
11/7/18,10/1/04,41177,11/7/18
11/7/18,11/1/04,41404,11/7/18
11/7/18,12/1/04,41534,11/7/18
11/7/18,1/1/05,41691,11/7/18
11/7/18,2/1/05,41757,11/7/18
11/7/18,3/1/05,41800,11/7/18
11/7/18,4/1/05,42283,11/7/18
11/7/18,5/1/05,42081,11/7/18
11/7/18,6/1/05,42363,11/7/18
11/7/18,7/1/05,42184,11/7/18
11/7/18,8/1/05,42542,11/7/18
11/7/18,9/1/05,42845,11/7/18
11/7/18,10/1/05,42842,11/7/18
11/7/18,11/1/05,42823,11/7/18
11/7/18,12/1/05,43191,11/7/18
11/7/18,1/1/06,42681,11/7/18
11/7/18,2/1/06,43379,11/7/18
11/7/18,3/1/06,43233,11/7/18
11/7/18,4/1/06,43269,11/7/18
11/7/18,5/1/06,43654,11/7/18
11/7/18,6/1/06,43782,11/7/18
11/7/18,7/1/06,43827,11/7/18
11/7/18,8/1/06,44160,11/7/18
11/7/18,9/1/06,43846,11/7/18
11/7/18,10/1/06,44542,11/7/18
11/7/18,11/1/06,44572,11/7/18
11/7/18,12/1/06,44730,11/7/18
11/7/18,1/1/07,44856,11/7/18
11/7/18,2/1/07,45274,11/7/18
11/7/18,3/1/07,45271,11/7/18
11/7/18,4/1/07,44988,11/7/18
11/7/18,5/1/07,45454,11/7/18
11/7/18,6/1/07,45627,11/7/18
11/7/18,7/1/07,45754,11/7/18
11/7/18,8/1/07,45643,11/7/18
11/7/18,9/1/07,45853,11/7/18
11/7/18,10/1/07,46113,11/7/18
11/7/18,11/1/07,46624,11/7/18
11/7/18,12/1/07,46831,11/7/18
11/7/18,1/1/08,46862,11/7/18
11/7/18,2/1/08,46707,11/7/18
11/7/18,3/1/08,46883,11/7/18
11/7/18,4/1/08,47356,11/7/18
11/7/18,5/1/08,47355,11/7/18
11/7/18,6/1/08,47568,11/7/18
11/7/18,7/1/08,47845,11/7/18
11/7/18,8/1/08,47988,11/7/18
11/7/18,9/1/08,47740,11/7/18
11/7/18,10/1/08,47703,11/7/18
11/7/18,11/1/08,47363,11/7/18
11/7/18,12/1/08,46942,11/7/18
11/7/18,1/1/09,47639,11/7/18
11/7/18,2/1/09,46928,11/7/18
11/7/18,3/1/09,46912,11/7/18
11/7/18,4/1/09,47133,11/7/18
11/7/18,5/1/09,47219,11/7/18
11/7/18,6/1/09,47350,11/7/18
