realtime_start,obs_date,revenue,realtime_end
11/7/18,8/1/04,16610,11/7/18
11/7/18,9/1/04,16635,11/7/18
11/7/18,10/1/04,16739,11/7/18
11/7/18,11/1/04,16813,11/7/18
11/7/18,12/1/04,16882,11/7/18
11/7/18,1/1/05,17116,11/7/18
11/7/18,2/1/05,17292,11/7/18
11/7/18,3/1/05,17245,11/7/18
11/7/18,4/1/05,17350,11/7/18
11/7/18,5/1/05,17413,11/7/18
11/7/18,6/1/05,17392,11/7/18
11/7/18,7/1/05,17635,11/7/18
11/7/18,8/1/05,17548,11/7/18
11/7/18,9/1/05,17707,11/7/18
11/7/18,10/1/05,17742,11/7/18
11/7/18,11/1/05,17859,11/7/18
11/7/18,12/1/05,18005,11/7/18
11/7/18,1/1/06,18000,11/7/18
11/7/18,2/1/06,18124,11/7/18
11/7/18,3/1/06,18222,11/7/18
11/7/18,4/1/06,18294,11/7/18
11/7/18,5/1/06,18466,11/7/18
11/7/18,6/1/06,18584,11/7/18
11/7/18,7/1/06,18640,11/7/18
11/7/18,8/1/06,18757,11/7/18
11/7/18,9/1/06,18933,11/7/18
11/7/18,10/1/06,19044,11/7/18
11/7/18,11/1/06,19276,11/7/18
11/7/18,12/1/06,19385,11/7/18
11/7/18,1/1/07,19423,11/7/18
11/7/18,2/1/07,19401,11/7/18
11/7/18,3/1/07,19540,11/7/18
11/7/18,4/1/07,19572,11/7/18
11/7/18,5/1/07,19650,11/7/18
11/7/18,6/1/07,19880,11/7/18
11/7/18,7/1/07,19831,11/7/18
11/7/18,8/1/07,20014,11/7/18
11/7/18,9/1/07,20132,11/7/18
11/7/18,10/1/07,19988,11/7/18
11/7/18,11/1/07,19938,11/7/18
11/7/18,12/1/07,19825,11/7/18
11/7/18,1/1/08,20120,11/7/18
11/7/18,2/1/08,20279,11/7/18
11/7/18,3/1/08,20288,11/7/18
11/7/18,4/1/08,20172,11/7/18
11/7/18,5/1/08,20536,11/7/18
11/7/18,6/1/08,20497,11/7/18
11/7/18,7/1/08,20640,11/7/18
11/7/18,8/1/08,20620,11/7/18
11/7/18,9/1/08,20654,11/7/18
11/7/18,10/1/08,20659,11/7/18
11/7/18,11/1/08,20789,11/7/18
11/7/18,12/1/08,20682,11/7/18
11/7/18,1/1/09,20753,11/7/18
11/7/18,2/1/09,20906,11/7/18
11/7/18,3/1/09,20908,11/7/18
11/7/18,4/1/09,21059,11/7/18
11/7/18,5/1/09,21121,11/7/18
11/7/18,6/1/09,21055,11/7/18
11/7/18,7/1/09,21027,11/7/18
11/7/18,8/1/09,21070,11/7/18
11/7/18,9/1/09,21231,11/7/18
11/7/18,10/1/09,21278,11/7/18
11/7/18,11/1/09,21288,11/7/18
11/7/18,12/1/09,21195,11/7/18
11/7/18,1/1/10,21144,11/7/18
11/7/18,2/1/10,21199,11/7/18
11/7/18,3/1/10,21363,11/7/18
11/7/18,4/1/10,21492,11/7/18
11/7/18,5/1/10,21378,11/7/18
11/7/18,6/1/10,21683,11/7/18
11/7/18,7/1/10,21755,11/7/18
11/7/18,8/1/10,21841,11/7/18
11/7/18,9/1/10,21933,11/7/18
11/7/18,10/1/10,22105,11/7/18
11/7/18,11/1/10,22180,11/7/18
11/7/18,12/1/10,22312,11/7/18
11/7/18,1/1/11,22579,11/7/18
11/7/18,2/1/11,22451,11/7/18
11/7/18,3/1/11,22584,11/7/18
11/7/18,4/1/11,22448,11/7/18
11/7/18,5/1/11,22585,11/7/18
11/7/18,6/1/11,22630,11/7/18
11/7/18,7/1/11,22728,11/7/18
11/7/18,8/1/11,22822,11/7/18
11/7/18,9/1/11,22718,11/7/18
11/7/18,10/1/11,22783,11/7/18
11/7/18,11/1/11,22782,11/7/18
11/7/18,12/1/11,22717,11/7/18
11/7/18,1/1/12,22857,11/7/18
11/7/18,2/1/12,23022,11/7/18
11/7/18,3/1/12,22967,11/7/18
11/7/18,4/1/12,23021,11/7/18
11/7/18,5/1/12,22883,11/7/18
11/7/18,6/1/12,22471,11/7/18
11/7/18,7/1/12,22770,11/7/18
11/7/18,8/1/12,22763,11/7/18
11/7/18,9/1/12,22608,11/7/18
11/7/18,10/1/12,22482,11/7/18
11/7/18,11/1/12,22684,11/7/18
11/7/18,12/1/12,22940,11/7/18
11/7/18,1/1/13,23184,11/7/18
11/7/18,2/1/13,23093,11/7/18
11/7/18,3/1/13,23146,11/7/18
11/7/18,4/1/13,23065,11/7/18
11/7/18,5/1/13,23223,11/7/18
11/7/18,6/1/13,23220,11/7/18
11/7/18,7/1/13,23464,11/7/18
11/7/18,8/1/13,23506,11/7/18
11/7/18,9/1/13,23890,11/7/18
11/7/18,10/1/13,23957,11/7/18
11/7/18,11/1/13,23990,11/7/18
11/7/18,12/1/13,24022,11/7/18
11/7/18,1/1/14,24003,11/7/18
11/7/18,2/1/14,24184,11/7/18
11/7/18,3/1/14,24293,11/7/18
11/7/18,4/1/14,24553,11/7/18
11/7/18,5/1/14,24894,11/7/18
11/7/18,6/1/14,25076,11/7/18
11/7/18,7/1/14,25142,11/7/18
11/7/18,8/1/14,25254,11/7/18
11/7/18,9/1/14,25348,11/7/18
11/7/18,10/1/14,25314,11/7/18
11/7/18,11/1/14,25430,11/7/18
11/7/18,12/1/14,25588,11/7/18
11/7/18,1/1/15,25844,11/7/18
11/7/18,2/1/15,25645,11/7/18
11/7/18,3/1/15,26190,11/7/18
11/7/18,4/1/15,25832,11/7/18
11/7/18,5/1/15,25830,11/7/18
11/7/18,6/1/15,25984,11/7/18
11/7/18,7/1/15,26257,11/7/18
11/7/18,8/1/15,26413,11/7/18
11/7/18,9/1/15,26725,11/7/18
11/7/18,10/1/15,26578,11/7/18
11/7/18,11/1/15,26701,11/7/18
11/7/18,12/1/15,27009,11/7/18
11/7/18,1/1/16,26916,11/7/18
11/7/18,2/1/16,27334,11/7/18
11/7/18,3/1/16,27169,11/7/18
11/7/18,4/1/16,27381,11/7/18
11/7/18,5/1/16,27355,11/7/18
11/7/18,6/1/16,27518,11/7/18
11/7/18,7/1/16,27440,11/7/18
11/7/18,8/1/16,27355,11/7/18
11/7/18,9/1/16,27310,11/7/18
11/7/18,10/1/16,26573,11/7/18
11/7/18,11/1/16,26804,11/7/18
11/7/18,12/1/16,26942,11/7/18
11/7/18,1/1/17,27089,11/7/18
11/7/18,2/1/17,27263,11/7/18
11/7/18,3/1/17,27389,11/7/18
11/7/18,4/1/17,27559,11/7/18
11/7/18,5/1/17,27732,11/7/18
11/7/18,6/1/17,27763,11/7/18
11/7/18,7/1/17,27789,11/7/18
11/7/18,8/1/17,28036,11/7/18
11/7/18,9/1/17,28105,11/7/18
11/7/18,10/1/17,28424,11/7/18
11/7/18,11/1/17,28395,11/7/18
11/7/18,12/1/17,28164,11/7/18
11/7/18,1/1/18,28136,11/7/18
11/7/18,2/1/18,27956,11/7/18
11/7/18,3/1/18,28229,11/7/18
11/7/18,4/1/18,28567,11/7/18
11/7/18,5/1/18,29012,11/7/18
11/7/18,6/1/18,29195,11/7/18
11/7/18,7/1/18,29198,11/7/18
11/7/18,8/1/18,29339,11/7/18
11/7/18,9/1/18,29264,11/7/18
