realtime_start,obs_date,revenue,realtime_end
11/7/18,8/1/04,26552,11/7/18
11/7/18,9/1/04,27161,11/7/18
11/7/18,10/1/04,28656,11/7/18
11/7/18,11/1/04,29349,11/7/18
11/7/18,12/1/04,29046,11/7/18
11/7/18,1/1/05,28375,11/7/18
11/7/18,2/1/05,29015,11/7/18
11/7/18,3/1/05,29498,11/7/18
11/7/18,4/1/05,30009,11/7/18
11/7/18,5/1/05,29140,11/7/18
11/7/18,6/1/05,29889,11/7/18
11/7/18,7/1/05,30976,11/7/18
11/7/18,8/1/05,33399,11/7/18
11/7/18,9/1/05,36116,11/7/18
11/7/18,10/1/05,35911,11/7/18
11/7/18,11/1/05,33185,11/7/18
11/7/18,12/1/05,33154,11/7/18
11/7/18,1/1/06,34298,11/7/18
11/7/18,2/1/06,34174,11/7/18
11/7/18,3/1/06,34195,11/7/18
11/7/18,4/1/06,35646,11/7/18
11/7/18,5/1/06,36159,11/7/18
11/7/18,6/1/06,36228,11/7/18
11/7/18,7/1/06,36963,11/7/18
11/7/18,8/1/06,37696,11/7/18
11/7/18,9/1/06,34935,11/7/18
11/7/18,10/1/06,32912,11/7/18
11/7/18,11/1/06,33322,11/7/18
11/7/18,12/1/06,34895,11/7/18
11/7/18,1/1/07,34244,11/7/18
11/7/18,2/1/07,34932,11/7/18
11/7/18,3/1/07,35999,11/7/18
11/7/18,4/1/07,36350,11/7/18
11/7/18,5/1/07,37996,11/7/18
11/7/18,6/1/07,37310,11/7/18
11/7/18,7/1/07,36963,11/7/18
11/7/18,8/1/07,37223,11/7/18
11/7/18,9/1/07,38210,11/7/18
11/7/18,10/1/07,39307,11/7/18
11/7/18,11/1/07,41985,11/7/18
11/7/18,12/1/07,41593,11/7/18
11/7/18,1/1/08,42423,11/7/18
11/7/18,2/1/08,42504,11/7/18
11/7/18,3/1/08,43044,11/7/18
11/7/18,4/1/08,42933,11/7/18
11/7/18,5/1/08,44344,11/7/18
11/7/18,6/1/08,46547,11/7/18
11/7/18,7/1/08,46813,11/7/18
11/7/18,8/1/08,45645,11/7/18
11/7/18,9/1/08,45777,11/7/18
11/7/18,10/1/08,40584,11/7/18
11/7/18,11/1/08,31776,11/7/18
11/7/18,12/1/08,27999,11/7/18
11/7/18,1/1/09,28818,11/7/18
11/7/18,2/1/09,29860,11/7/18
11/7/18,3/1/09,28825,11/7/18
11/7/18,4/1/09,28747,11/7/18
11/7/18,5/1/09,30488,11/7/18
11/7/18,6/1/09,33375,11/7/18
11/7/18,7/1/09,33066,11/7/18
11/7/18,8/1/09,34658,11/7/18
11/7/18,9/1/09,34800,11/7/18
11/7/18,10/1/09,34885,11/7/18
11/7/18,11/1/09,36573,11/7/18
11/7/18,12/1/09,37182,11/7/18
11/7/18,1/1/10,37358,11/7/18
11/7/18,2/1/10,36950,11/7/18
11/7/18,3/1/10,37160,11/7/18
11/7/18,4/1/10,37182,11/7/18
11/7/18,5/1/10,36537,11/7/18
11/7/18,6/1/10,35809,11/7/18
11/7/18,7/1/10,35731,11/7/18
11/7/18,8/1/10,36189,11/7/18
11/7/18,9/1/10,37319,11/7/18
11/7/18,10/1/10,38519,11/7/18
11/7/18,11/1/10,39272,11/7/18
11/7/18,12/1/10,41279,11/7/18
11/7/18,1/1/11,41732,11/7/18
11/7/18,2/1/11,42294,11/7/18
11/7/18,3/1/11,43737,11/7/18
11/7/18,4/1/11,44604,11/7/18
11/7/18,5/1/11,45300,11/7/18
11/7/18,6/1/11,44698,11/7/18
11/7/18,7/1/11,44712,11/7/18
11/7/18,8/1/11,45159,11/7/18
11/7/18,9/1/11,45127,11/7/18
11/7/18,10/1/11,44846,11/7/18
11/7/18,11/1/11,45622,11/7/18
11/7/18,12/1/11,45243,11/7/18
11/7/18,1/1/12,45702,11/7/18
11/7/18,2/1/12,47171,11/7/18
11/7/18,3/1/12,47448,11/7/18
11/7/18,4/1/12,46913,11/7/18
11/7/18,5/1/12,45808,11/7/18
11/7/18,6/1/12,43811,11/7/18
11/7/18,7/1/12,43484,11/7/18
11/7/18,8/1/12,46434,11/7/18
11/7/18,9/1/12,46966,11/7/18
11/7/18,10/1/12,48212,11/7/18
11/7/18,11/1/12,46822,11/7/18
11/7/18,12/1/12,45787,11/7/18
11/7/18,1/1/13,45970,11/7/18
11/7/18,2/1/13,48839,11/7/18
11/7/18,3/1/13,47298,11/7/18
11/7/18,4/1/13,45963,11/7/18
11/7/18,5/1/13,45341,11/7/18
11/7/18,6/1/13,45484,11/7/18
