realtime_start,obs_date,revenue,realtime_end
11/7/18,9/1/17,7994,11/7/18
11/7/18,10/1/17,8125,11/7/18
11/7/18,11/1/17,8248,11/7/18
11/7/18,12/1/17,8122,11/7/18
11/7/18,1/1/18,8224,11/7/18
11/7/18,2/1/18,8152,11/7/18
11/7/18,3/1/18,8194,11/7/18
11/7/18,4/1/18,8244,11/7/18
11/7/18,5/1/18,8256,11/7/18
11/7/18,6/1/18,8329,11/7/18
11/7/18,7/1/18,8335,11/7/18
11/7/18,8/1/18,8385,11/7/18
11/7/18,9/1/18,8460,11/7/18
